household_income,leisure_purpose,leisure_purpose_2,weekday_avg_leisure_time,weekend_avg_leisure_time,rest_recreation_rate,hobby_rate,self_improvement_rate,social_relationship_rate,leisure_activity_1,leisure_activity_2,leisure_activity_3,leisure_activity_4,leisure_activity_5
0,6,7,1,2,50,0,0,50,3,3,3,8,7
0,1,8,5,10,50,5,5,40,1,7,7,1,3
0,1,8,0,6,0,50,0,50,2,6,6,1,3
1,7,8,2,4,30,10,20,40,3,1,6,1,6
4,1,7,2,6,100,0,0,0,1,1,2,7,7
0,7,4,1,6,10,60,0,30,2,1,6,3,0
0,1,3,2,5,50,10,10,30,3,7,2,1,7
0,7,1,3,3,0,20,60,20,7,2,4,3,1
1,3,8,2,5,0,15,15,70,8,8,6,5,4
3,4,1,3,3,70,0,20,10,5,7,7,1,6
1,5,3,2,6,60,10,20,10,8,0,0,0,0
2,6,3,1,5,50,0,0,50,2,1,3,0,0
4,7,0,2,2,0,100,0,0,3,6,1,3,4
0,4,2,2,5,50,0,20,30,3,4,1,1,0
3,1,7,1,3,0,0,50,50,7,1,0,0,0
0,6,1,4,8,60,20,10,10,1,5,3,7,0
0,4,1,2,6,30,10,50,10,7,0,0,0,0
3,1,7,2,6,40,20,10,30,1,8,7,6,1
0,1,6,1,4,10,0,10,0,7,3,5,4,3
0,4,3,5,2,70,0,0,20,7,7,8,6,0
0,1,3,2,3,50,0,0,50,1,7,4,3,7
0,6,1,5,12,0,10,10,80,6,4,2,4,1
4,7,1,2,8,40,40,10,10,2,3,2,7,6
0,1,3,5,12,10,20,10,60,1,1,3,4,4
0,7,1,1,2,50,30,20,0,4,2,7,1,1
0,5,7,1,1,0,20,60,20,1,8,7,4,8
0,4,7,2,5,20,30,30,20,1,3,0,0,0
4,5,1,2,4,100,0,0,0,3,2,0,0,0
0,6,1,8,16,10,10,70,10,7,0,0,0,0
3,4,6,2,5,60,10,0,30,2,7,6,6,7
0,6,4,2,3,20,0,0,80,1,0,0,0,0
0,3,1,8,8,0,50,0,50,2,7,7,0,0
3,4,7,3,5,50,50,0,0,2,7,6,8,3
1,1,3,6,10,20,30,20,30,4,3,2,4,6
3,6,1,3,6,70,0,0,30,7,7,1,7,0
2,1,4,2,3,30,50,0,20,4,4,7,0,0
0,3,4,5,12,50,0,0,50,6,6,6,1,7
1,1,4,1,1,60,0,40,0,1,2,7,7,3
3,1,6,3,7,10,80,10,0,7,7,7,4,2
3,3,2,8,10,30,10,30,20,5,1,4,0,0
0,6,1,3,5,80,0,20,0,1,1,4,0,0
2,1,2,3,7,100,0,0,0,1,1,7,7,0
0,6,4,2,5,60,0,0,0,7,1,1,1,3
4,3,1,1,5,10,0,0,90,3,0,0,0,0
2,6,1,3,12,50,50,0,0,4,3,1,7,3
0,4,1,3,10,80,0,0,0,7,1,7,1,8
4,3,1,3,5,70,0,0,30,1,7,7,7,6
3,6,0,1,5,30,10,30,30,6,0,0,0,0
3,3,5,2,4,30,0,30,40,1,1,3,7,3
2,7,8,1,2,40,30,10,20,1,3,7,2,6
0,4,8,1,2,30,20,20,30,4,3,7,4,2
0,6,1,1,3,45,5,10,40,3,3,4,0,0
0,4,8,6,6,50,0,0,30,1,3,6,6,6
3,1,3,3,4,70,10,10,10,1,2,0,0,0
0,6,3,1,3,70,0,0,30,2,2,1,3,0
4,4,6,10,10,30,50,0,20,3,1,1,1,7
0,3,1,2,3,10,10,0,80,5,3,0,0,0
4,3,1,5,15,40,40,10,10,3,1,6,7,3
3,1,7,8,10,40,20,10,30,3,3,2,1,1
0,1,0,1,2,80,0,10,10,7,0,0,0,0
2,1,6,3,6,50,0,0,50,1,7,3,2,7
4,1,3,2,5,80,0,0,0,7,7,3,8,0
4,3,1,1,2,80,0,0,20,6,6,7,3,3
0,2,1,2,4,80,0,0,20,1,7,7,7,0
0,1,6,3,5,70,10,10,10,1,7,1,3,2
3,3,6,5,5,10,40,10,40,1,7,2,5,3
4,7,5,5,10,30,30,10,30,1,7,4,2,7
3,1,4,2,4,50,0,0,50,6,7,7,1,3
4,1,4,4,10,40,5,10,45,6,7,3,1,6
2,1,3,1,8,30,10,20,40,1,6,7,7,3
0,4,1,8,8,60,20,10,10,4,8,4,4,1
4,4,3,6,8,15,50,15,20,2,2,2,2,2
1,3,1,5,7,10,20,10,30,8,6,2,2,3
3,4,1,2,10,50,30,0,20,3,0,0,0,0
1,4,1,12,12,70,30,0,0,1,0,0,0,0
2,3,7,5,10,60,40,0,0,2,7,1,2,2
2,5,4,4,4,50,50,0,0,2,7,1,6,7
1,1,3,5,8,60,0,20,20,1,6,7,4,7
4,3,2,2,2,80,0,0,20,3,7,7,7,0
0,3,2,3,3,70,0,0,30,1,7,7,3,3
4,6,7,4,8,40,20,10,30,3,1,2,0,0
2,1,4,3,8,60,20,0,20,7,1,4,2,7
4,4,3,2,5,50,0,20,30,7,6,7,4,2
4,4,6,1,2,25,25,25,25,4,0,0,0,0
4,4,3,1,5,20,30,20,20,2,1,7,0,0
0,6,8,1,8,0,80,0,20,2,7,3,0,0
4,4,6,2,5,30,20,20,30,7,3,6,3,0
4,1,3,1,2,20,20,10,50,1,1,7,2,7
4,7,1,3,5,25,60,10,5,1,2,2,2,7
0,1,8,4,12,30,10,0,60,1,7,6,6,1
0,3,2,1,2,30,50,20,0,1,0,0,0,0
1,4,1,8,8,60,5,30,5,1,1,7,7,4
4,7,8,1,4,25,40,10,25,2,3,1,3,8
0,5,4,4,8,100,0,0,0,7,7,7,0,0
0,1,2,1,5,100,0,0,0,1,0,0,0,0
1,4,7,3,3,0,30,50,20,4,2,3,3,4
0,4,1,10,2,50,0,0,50,6,0,0,0,0
0,6,2,5,8,85,0,0,15,1,7,7,1,0
3,7,4,1,3,10,50,10,30,7,7,3,3,7
4,7,6,4,6,30,20,40,10,2,1,3,3,5
1,6,1,0,2,100,0,0,0,7,7,0,0,0
0,5,7,4,1,10,60,10,20,4,3,6,7,8
4,7,1,5,3,40,40,10,10,1,6,6,7,3
1,7,4,8,6,20,50,30,0,6,8,7,0,0
2,1,7,2,1,10,0,10,80,3,2,7,2,3
0,4,1,1,1,10,50,30,10,5,2,7,7,1
0,1,4,4,12,40,40,0,20,1,7,7,3,3
0,1,3,3,3,70,20,0,10,1,1,7,2,1
4,1,3,6,8,50,0,0,50,3,7,7,1,6
0,6,2,2,4,20,20,40,20,4,0,0,0,0
0,4,1,10,14,80,10,5,5,1,1,7,1,7
2,6,1,10,16,30,20,10,40,3,1,8,8,6
3,1,6,3,8,60,15,5,20,7,3,2,3,3
3,2,7,4,8,10,40,20,30,4,4,1,3,0
0,2,4,3,10,100,0,0,0,7,0,0,0,0
0,1,7,3,4,50,20,30,0,3,1,1,7,2
4,1,4,3,15,10,40,0,50,6,6,1,7,3
2,1,7,5,2,90,10,0,0,1,7,1,2,2
4,6,4,2,5,40,5,40,10,1,3,7,1,1
0,6,2,4,7,80,10,0,10,1,7,8,7,0
0,1,4,3,12,50,30,0,20,7,7,1,7,7
0,1,6,2,5,50,20,20,10,7,1,1,2,2
1,4,1,12,12,100,0,0,0,3,7,3,3,7
3,3,5,2,2,20,20,40,20,2,0,0,0,0
1,6,1,3,5,0,0,0,100,1,0,0,0,0
4,4,5,3,5,30,10,50,10,7,5,7,7,6
0,4,6,3,3,50,0,0,50,1,0,0,0,0
0,8,1,5,5,20,10,50,20,4,2,7,0,0
1,1,4,3,9,50,10,30,10,3,1,1,1,0
4,3,7,2,1,10,30,20,20,4,8,0,0,0
4,4,1,2,4,40,20,20,20,4,1,7,2,3
0,4,6,4,8,20,0,80,0,7,7,1,0,0
2,5,6,4,16,50,20,20,10,3,5,2,2,7
0,4,2,2,6,50,15,20,15,1,7,2,6,3
0,4,5,5,6,90,2,3,5,7,1,0,0,0
0,6,7,3,9,50,0,0,50,7,0,0,0,0
4,8,1,3,12,20,50,10,20,1,1,3,2,7
0,7,5,5,7,0,0,0,100,7,0,0,0,0
3,4,2,2,5,30,30,10,30,3,0,0,0,0
2,4,1,3,5,20,70,0,10,1,7,1,2,3
0,6,4,4,8,75,15,10,0,7,1,1,7,0
3,8,7,3,5,10,5,5,80,6,6,3,3,3
3,1,0,5,7,60,0,0,40,7,7,7,1,6
0,7,6,2,10,20,60,0,20,1,1,1,3,2
0,3,6,4,12,70,20,0,10,7,7,7,1,6
0,5,1,0,3,30,50,0,20,2,7,0,0,0
0,3,7,10,12,10,70,0,20,7,0,0,0,0
2,4,2,3,8,80,0,0,20,7,1,1,7,6
0,7,5,3,4,30,20,10,40,2,6,7,2,0
0,8,4,5,10,30,20,20,30,6,7,6,1,1
0,5,4,2,10,20,30,20,30,3,1,3,3,5
0,6,3,1,4,40,30,0,30,1,1,2,3,3
0,2,6,2,7,20,20,0,60,6,0,0,0,0
2,1,7,7,16,10,80,5,5,2,3,7,7,6
0,8,4,4,12,70,0,0,30,1,6,4,0,0
4,4,1,4,8,20,40,40,0,3,1,1,7,1
3,7,3,4,8,40,20,10,30,8,6,2,2,4
2,7,3,4,4,10,20,10,60,8,3,1,6,6
3,1,4,2,12,70,20,0,10,4,3,0,0,0
4,4,6,1,4,50,20,10,20,7,7,4,0,0
3,7,3,5,10,20,50,10,20,2,3,3,7,1
3,7,3,1,5,40,20,20,20,1,3,7,7,1
4,5,4,3,2,25,40,25,10,4,7,4,2,4
4,1,3,2,4,50,20,10,20,7,1,7,1,7
2,3,1,4,8,40,10,0,50,7,7,6,0,0
4,3,4,4,5,10,30,10,50,2,2,6,3,7
4,3,5,0,1,0,0,100,0,3,7,3,7,0
0,6,4,2,3,100,0,0,0,7,7,7,6,1
0,3,4,5,5,50,0,10,40,1,6,6,2,3
4,4,5,2,8,5,15,70,10,7,1,1,0,0
0,3,7,5,10,20,30,20,30,3,7,6,6,7
0,3,5,1,5,0,0,20,80,7,1,4,6,7
0,2,6,2,3,30,60,10,0,1,0,0,0,0
3,7,1,2,2,0,50,0,50,3,7,1,3,4
0,1,5,2,5,70,10,10,10,6,6,4,0,0
0,1,3,0,8,50,10,0,40,2,0,0,0,0
4,4,1,1,2,60,0,20,20,2,1,7,3,3
0,1,7,5,10,30,50,0,20,2,6,7,3,1
4,6,1,3,3,60,40,0,0,3,7,1,3,1
0,1,6,2,4,50,0,50,0,1,5,8,3,7
2,4,3,6,10,40,20,10,30,1,3,7,3,2
0,4,1,2,4,50,20,10,20,3,7,6,6,1
0,4,1,2,6,80,0,0,20,2,7,0,0,0
3,3,6,1,2,100,0,0,0,1,1,7,7,3
4,6,3,5,10,50,20,10,20,7,1,8,2,6
0,3,1,3,5,0,0,60,40,4,3,0,0,0
4,1,0,1,5,70,10,10,10,2,3,7,3,1
1,4,1,3,3,70,10,0,20,7,7,7,7,1
3,8,3,2,5,20,80,0,0,3,7,4,1,4
4,7,8,2,8,20,50,0,30,2,2,3,7,1
3,1,3,2,10,20,50,0,30,6,6,3,3,2
0,8,3,4,8,30,10,10,50,2,6,3,1,8
3,1,4,0,5,100,0,0,0,7,3,7,3,4
2,4,7,12,6,20,20,30,30,3,7,8,2,2
3,3,7,4,5,20,10,40,30,1,4,6,6,4
4,4,1,5,8,60,0,40,0,3,1,2,1,3
4,1,4,2,8,50,30,20,0,7,1,3,4,1
4,1,6,3,6,70,0,30,0,7,7,1,7,1
4,3,4,1,3,0,20,10,70,4,0,0,0,0
3,1,6,4,4,100,0,0,0,7,1,7,4,1
2,1,4,1,4,50,50,0,0,2,2,2,1,0
1,4,1,3,5,35,35,0,30,1,7,6,3,6
0,1,5,1,2,80,20,0,0,1,2,7,7,3
2,4,3,2,6,50,50,0,0,3,1,7,2,2
4,6,4,2,5,20,0,0,80,2,2,7,0,0
0,6,4,1,1,0,0,20,80,7,3,0,0,0
3,4,2,1,1,0,100,0,0,3,4,0,0,0
2,1,5,2,8,40,10,50,0,5,7,2,3,3
3,7,5,5,7,10,10,50,30,4,3,3,5,2
0,6,2,6,13,100,0,0,0,7,1,4,3,4
0,3,2,1,1,70,0,10,20,1,3,1,7,6
3,3,1,2,12,70,0,30,0,1,7,3,3,2
3,7,5,5,5,30,30,20,20,3,8,2,3,4
4,6,3,5,14,40,10,10,40,7,6,1,6,6
0,1,8,3,6,50,5,35,10,1,8,6,4,7
4,7,4,2,3,30,30,0,20,6,3,6,1,7
3,1,3,3,6,30,50,0,20,7,1,3,1,3
2,1,6,5,3,80,20,0,0,1,7,3,7,1
0,1,4,3,10,80,0,10,10,1,7,7,3,1
0,4,1,10,12,80,20,0,0,1,7,3,0,0
0,3,6,1,2,30,40,20,10,5,0,0,0,0
4,4,8,5,2,60,10,10,20,3,4,4,6,6
3,7,4,8,8,50,30,0,20,1,6,3,6,6
0,5,3,2,4,10,0,80,10,5,3,8,7,0
4,1,6,5,10,70,0,5,5,7,1,7,5,7
2,3,1,6,4,90,0,0,10,1,7,6,2,3
4,1,3,2,6,70,0,10,10,1,3,7,6,2
3,1,3,2,0,50,0,0,50,1,1,7,0,0
2,1,6,0,4,10,90,0,0,2,3,2,1,3
3,1,4,2,10,10,20,50,20,4,2,1,6,0
2,1,3,2,5,40,10,10,40,3,2,0,0,0
0,3,4,3,5,80,20,0,0,6,7,3,0,0
0,3,4,2,5,30,0,20,50,6,0,0,0,0
2,4,6,3,6,70,0,0,30,1,1,4,6,1
4,1,7,3,5,30,20,20,20,7,4,6,6,6
4,7,1,5,10,50,30,10,10,3,1,1,1,1
4,7,4,3,2,20,0,0,80,3,0,0,0,0
0,2,4,1,3,50,20,0,30,1,4,0,0,0
0,4,8,2,5,20,40,10,30,2,6,3,4,0
3,3,7,2,2,40,20,15,20,7,8,7,3,3
4,4,8,4,6,60,0,0,40,1,2,8,1,7
3,4,7,2,6,30,40,10,10,2,2,3,6,6
4,1,4,2,4,30,30,30,10,4,4,2,7,3
0,7,4,5,0,30,60,0,10,2,2,0,0,0
0,2,5,6,12,60,5,0,35,1,1,6,6,7
4,8,1,3,18,30,1,1,68,1,7,1,1,6
0,1,8,1,1,90,0,0,10,3,0,0,0,0
3,2,4,2,1,100,0,0,0,7,0,0,0,0
0,3,1,7,2,30,20,0,50,6,0,0,0,0
4,7,4,1,3,50,30,0,20,1,1,7,2,3
0,4,6,5,3,40,20,0,40,3,7,7,0,0
0,4,3,2,2,90,0,9,1,3,7,1,7,7
0,6,1,2,3,60,10,20,10,1,1,7,1,7
0,3,6,3,4,20,20,20,0,3,2,0,0,0
0,1,6,5,10,100,0,0,0,1,7,1,7,7
0,1,3,4,0,70,5,20,5,3,0,0,0,0
0,1,6,5,5,100,0,0,0,7,7,7,0,0
4,4,6,5,10,80,0,10,10,1,1,1,7,7
0,6,1,3,4,70,10,10,10,7,1,7,4,4
2,3,1,1,2,40,0,10,50,1,6,6,7,8
2,6,8,0,4,50,0,0,50,7,7,7,1,0
0,4,2,4,12,60,20,0,20,7,1,3,2,7
4,8,3,3,8,30,0,20,50,3,7,7,4,3
0,6,1,2,2,70,20,0,10,3,2,3,0,0
0,6,7,3,5,30,60,10,0,2,2,4,2,4
4,8,1,3,5,30,10,10,50,7,2,6,8,7
4,4,8,2,5,70,0,0,30,7,1,3,3,7
3,8,3,15,4,30,0,20,50,1,7,3,7,1
3,1,7,2,5,20,20,10,10,2,2,3,3,0
0,3,0,0,16,20,0,0,80,7,1,7,3,0
3,6,4,5,10,70,10,5,5,1,7,3,3,4
4,2,7,3,4,30,20,20,30,3,2,7,0,0
4,7,3,7,9,10,50,10,30,2,2,2,6,3
4,3,1,2,4,55,15,10,20,1,7,1,1,4
4,8,4,2,6,30,10,10,50,3,7,0,0,0
3,7,3,4,10,50,30,10,10,2,2,6,6,7
4,7,8,1,5,50,20,0,30,2,2,7,7,7
0,4,3,2,5,40,30,0,30,7,6,6,7,3
3,7,8,5,5,60,10,10,10,3,2,2,6,6
4,4,8,3,7,30,10,20,40,6,4,7,1,4
3,3,8,4,8,10,30,10,50,3,2,2,6,0
4,3,6,5,8,20,50,0,30,3,0,0,0,0
3,5,1,2,6,25,5,60,10,5,1,6,6,3
2,6,4,1,5,50,50,0,0,1,3,1,0,0
0,3,4,2,4,0,0,20,80,8,3,6,4,0
4,7,3,2,10,20,0,0,80,3,2,3,3,4
0,7,6,3,1,20,50,10,20,2,7,0,0,0
3,4,7,5,4,0,40,20,40,4,2,4,3,7
2,6,1,3,8,60,5,30,5,7,1,7,7,1
4,6,1,1,1,90,5,0,5,2,3,0,0,0
2,3,6,3,6,40,10,0,50,7,6,7,6,7
2,6,2,4,6,40,20,20,20,4,4,4,0,0
3,7,5,1,3,0,50,50,0,2,4,2,0,0
4,3,6,2,10,30,20,20,30,7,0,0,0,0
3,7,8,8,8,10,40,10,40,2,2,6,2,1
2,7,1,2,7,40,20,10,20,3,2,2,4,4
3,7,5,3,0,0,60,40,0,4,3,7,1,7
0,6,2,1,3,40,30,10,20,6,4,3,0,0
0,1,7,1,1,30,10,40,20,3,6,3,4,2
0,3,6,4,6,40,10,0,50,3,6,3,1,4
3,7,5,4,4,10,40,40,10,2,1,4,3,6
4,7,4,4,8,30,30,10,30,2,2,2,6,7
3,3,1,3,11,60,30,0,10,2,7,7,7,7
3,7,1,3,6,40,10,40,10,2,1,4,7,3
4,3,1,2,8,60,0,10,30,1,6,6,7,6
0,1,6,6,10,55,20,15,10,1,7,1,1,7
0,7,1,3,2,80,20,0,0,2,7,1,2,2
0,3,7,1,4,50,10,10,30,7,7,4,2,3
0,3,4,2,2,80,0,0,20,3,1,1,1,7
4,1,4,3,10,40,20,10,30,3,1,6,1,2
4,3,1,1,4,50,0,0,50,7,3,2,2,1
4,4,2,3,4,70,20,10,0,7,7,3,7,1
2,1,4,2,6,25,20,50,5,3,2,0,0,0
0,4,2,2,3,30,20,10,30,7,8,4,0,0
4,3,6,3,5,70,0,0,10,1,2,2,3,7
0,1,4,3,5,50,0,10,40,7,7,3,3,0
2,5,6,4,6,10,20,50,20,6,2,7,8,7
1,4,5,6,6,10,5,45,40,4,1,8,6,7
0,7,4,2,4,30,30,40,0,4,2,5,7,4
4,1,3,2,10,40,0,0,60,7,3,6,7,7
3,4,1,7,9,80,10,10,0,7,1,6,6,7
4,3,1,6,12,50,30,0,20,4,1,4,3,2
4,3,1,3,6,80,5,5,10,3,1,0,0,0
4,4,2,6,12,50,0,0,50,4,0,0,0,0
3,1,7,2,2,50,50,0,0,2,3,7,1,4
2,4,6,1,2,0,80,20,0,4,0,0,0,0
0,1,5,2,5,60,0,10,30,3,3,0,0,0
4,7,6,2,5,0,60,10,20,8,2,2,5,7
1,7,8,5,3,70,10,10,10,7,1,6,2,7
2,7,6,1,1,0,50,0,50,2,3,0,0,0
0,4,8,2,2,50,25,0,25,1,2,1,1,6
3,1,3,3,6,60,10,10,20,7,1,6,3,6
2,3,4,1,2,70,0,5,25,6,1,6,7,3
0,2,4,7,7,70,0,0,30,6,6,6,7,1
0,6,1,1,3,40,30,10,20,2,7,7,7,2
0,6,4,3,16,15,30,15,40,2,3,7,3,6
0,3,6,2,10,60,20,0,20,1,7,7,4,3
3,1,7,5,10,20,30,20,30,4,2,5,2,6
2,4,7,6,12,0,50,20,30,2,2,7,4,6
3,4,1,2,10,20,25,5,50,8,2,7,7,4
0,5,1,2,4,40,30,30,0,2,3,3,0,0
3,7,3,2,3,30,40,0,30,1,4,1,2,0
3,4,1,6,1,85,0,5,10,1,1,7,0,0
0,4,1,16,16,100,0,0,0,1,8,7,7,1
3,7,8,1,1,50,20,10,20,7,7,3,7,4
0,3,6,5,6,30,20,0,50,7,3,2,2,6
0,5,1,3,10,20,0,80,0,5,7,8,7,7
0,4,1,2,3,20,0,80,0,7,4,8,0,0
4,5,8,3,2,10,10,20,60,1,3,3,3,7
3,4,2,3,6,20,20,20,40,3,2,0,0,0
3,7,1,1,8,40,20,10,30,3,3,3,2,2
2,3,1,3,6,70,5,20,5,7,1,3,1,4
0,6,0,1,7,20,40,0,40,2,0,0,0,0
3,3,1,2,4,20,20,30,30,7,4,3,8,1
4,6,4,1,0,60,0,0,40,7,0,0,0,0
4,4,3,1,2,30,0,0,0,5,0,0,0,0
0,4,6,5,8,50,10,20,20,7,7,6,6,0
0,1,6,2,8,99,0,0,1,7,0,0,0,0
0,8,1,2,10,50,0,50,0,8,0,0,0,0
2,3,4,1,1,40,20,20,20,8,4,3,1,5
0,6,1,1,12,30,30,20,20,7,4,5,0,0
4,3,4,1,1,0,100,0,0,2,3,0,0,0
2,1,6,10,8,100,0,0,0,7,7,0,0,0
3,1,3,1,4,50,10,10,30,7,6,6,7,7
0,2,1,5,10,70,25,0,5,1,7,7,3,1
0,4,2,5,10,50,20,20,10,4,3,1,1,0
0,1,3,3,10,40,10,10,40,1,7,1,7,3
0,4,7,2,16,70,20,0,10,1,2,6,7,7
0,3,4,1,2,60,35,0,5,6,3,2,7,1
0,8,5,2,4,0,30,10,60,4,3,4,2,7
4,6,4,4,10,70,10,10,10,7,4,4,0,0
1,1,0,10,10,100,0,0,0,5,0,0,0,0
3,3,1,5,10,25,60,10,5,3,4,4,3,4
3,5,7,5,5,30,20,30,0,2,3,7,0,0
4,4,6,4,3,50,10,30,10,7,7,1,7,7
0,7,2,2,10,0,50,20,30,7,0,0,0,0
3,5,8,2,2,10,50,10,30,4,4,3,3,7
0,3,1,2,4,60,40,0,0,3,3,1,6,0
4,8,4,4,6,30,10,10,50,8,6,7,7,2
2,7,3,5,6,10,20,20,50,8,2,4,6,4
4,1,7,2,4,0,50,0,50,3,0,0,0,0
4,1,3,1,4,50,0,0,50,1,3,4,4,7
0,7,1,3,3,40,10,10,40,2,2,0,0,0
3,4,1,1,0,20,15,25,30,2,3,2,7,8
0,4,5,5,12,50,0,30,20,5,4,1,6,2
3,3,1,1,2,50,0,0,50,6,4,4,0,0
2,7,4,3,8,30,50,0,20,2,2,3,1,4
3,5,1,2,5,0,0,30,0,2,4,6,2,4
3,1,7,2,5,60,10,20,10,4,3,0,0,0
0,4,3,4,5,10,20,30,30,3,6,0,0,0
0,7,1,2,5,20,20,20,20,3,7,1,7,4
0,1,2,10,12,95,0,0,5,1,7,7,7,6
4,6,3,1,6,30,0,0,0,3,3,3,0,0
1,3,6,2,2,100,0,0,0,1,1,7,0,0
0,3,1,1,4,50,20,0,30,3,6,6,8,1
3,4,3,2,8,50,0,0,50,3,3,2,0,0
0,4,1,1,6,60,0,0,40,1,7,1,3,1
0,7,4,2,5,20,80,0,0,2,2,2,1,1
0,7,3,2,4,30,10,30,30,3,0,0,0,0
2,7,6,2,1,0,100,0,0,2,1,7,3,0
0,4,1,4,10,100,0,0,0,2,0,0,0,0
0,3,1,4,6,30,5,15,50,1,6,6,8,6
0,3,4,3,6,40,20,40,0,4,1,1,7,7
3,6,4,3,6,70,10,0,20,7,1,1,2,6
4,3,2,5,7,40,10,20,30,3,2,4,5,7
2,4,3,1,4,60,20,20,0,7,4,7,7,1
4,3,4,1,2,30,10,0,60,8,8,1,3,7
3,1,3,3,5,60,20,10,10,7,1,6,6,7
2,7,1,5,5,100,0,0,0,3,1,7,0,0
3,1,6,1,12,60,5,5,5,7,3,2,7,6
4,7,3,4,10,30,40,10,20,2,1,7,6,7
2,4,3,4,6,10,30,30,30,5,3,3,7,1
3,7,1,2,3,30,50,10,10,2,3,2,6,1
4,4,6,4,5,50,30,0,20,4,7,7,7,7
3,1,3,2,8,80,0,0,20,3,1,3,3,6
0,3,1,6,6,70,0,20,10,7,7,3,7,0
0,8,1,2,3,0,50,0,50,2,3,0,0,0
2,6,3,0,1,80,0,0,20,7,1,3,1,3
4,3,4,1,0,40,0,60,0,1,3,5,1,7
0,1,2,4,10,100,0,0,0,7,3,0,0,0
0,5,8,2,2,0,0,80,20,2,0,0,0,0
1,3,7,5,6,60,0,20,20,7,4,7,3,1
0,1,3,1,4,30,20,10,40,6,7,4,1,6
0,3,6,3,6,70,10,10,10,1,3,7,1,7
2,3,2,3,3,90,2,5,3,7,3,7,0,0
1,6,0,0,8,30,30,10,10,2,2,2,3,3
3,1,7,1,3,25,40,10,20,2,6,7,3,2
0,8,1,3,3,70,0,0,30,7,7,7,0,0
2,3,4,4,10,50,10,10,30,1,1,1,6,3
4,1,4,1,1,20,60,10,10,1,7,7,4,4
0,3,1,1,3,50,0,10,40,3,7,6,4,0
4,3,1,2,3,50,0,0,0,3,0,0,0,0
0,6,4,3,6,70,5,5,20,1,7,1,3,6
3,4,5,2,5,100,0,0,0,6,6,8,3,0
4,4,7,1,1,0,30,50,20,5,2,4,4,6
4,3,7,2,8,20,20,20,40,4,0,0,0,0
0,1,2,4,3,30,20,10,20,7,7,4,7,4
3,4,1,2,3,0,60,30,0,4,3,4,2,2
3,8,1,2,12,10,10,20,60,3,7,2,3,4
3,4,3,2,2,50,10,20,20,4,3,0,0,0
3,3,1,2,4,60,20,10,10,7,3,0,0,0
0,6,7,3,6,30,20,5,45,3,3,6,6,8
3,7,4,1,2,0,10,5,15,8,4,4,4,0
3,1,4,4,12,50,0,0,50,7,0,0,0,0
4,1,7,1,4,30,20,20,30,3,6,7,0,0
0,4,8,8,15,70,0,0,30,7,1,0,0,0
3,6,4,5,8,50,30,0,20,1,1,2,2,3
0,8,2,3,2,50,20,10,20,3,2,4,0,0
0,7,6,3,7,20,30,5,30,3,7,1,1,4
4,4,3,2,2,50,10,20,20,1,1,3,2,4
0,1,4,2,4,15,50,15,20,2,3,6,7,6
0,4,6,4,6,40,20,30,10,4,3,1,6,2
4,1,7,8,8,40,30,0,30,6,2,1,2,1
0,6,5,5,5,20,20,20,20,1,1,3,1,4
0,2,1,6,6,100,0,0,0,1,2,6,0,0
4,3,8,2,6,50,0,0,50,3,4,3,3,3
4,3,1,1,3,30,25,15,30,1,4,6,2,2
4,1,6,2,5,15,40,30,15,1,3,6,2,4
0,2,6,4,10,40,10,10,40,3,0,0,0,0
0,1,3,4,8,50,0,10,20,4,4,1,0,0
0,4,6,10,10,30,50,0,20,1,1,6,4,3
2,4,1,3,10,10,20,50,20,5,7,2,0,0
0,8,1,4,10,20,0,0,80,1,3,3,6,1
2,3,1,2,6,40,20,20,20,7,4,4,7,7
4,1,5,1,0,90,0,10,0,7,1,7,1,8
0,4,2,1,2,60,0,10,30,3,0,0,0,0
4,8,6,1,6,50,0,0,50,6,7,1,1,7
2,1,6,3,6,60,10,10,20,6,6,6,7,1
0,6,4,4,10,40,30,0,30,1,1,3,3,7
4,1,2,3,4,40,20,30,10,1,4,7,3,4
0,4,6,4,10,70,20,10,0,1,7,4,7,7
2,4,6,3,5,65,20,10,5,1,1,7,4,0
0,3,4,1,2,60,10,10,20,1,6,7,8,3
3,3,1,3,12,30,40,10,20,1,1,5,1,3
0,2,0,2,4,50,20,20,10,7,0,0,0,0
0,4,7,6,12,10,15,25,50,2,2,2,0,0
3,2,4,3,10,10,10,0,80,7,7,6,7,7
4,4,1,3,10,60,15,15,10,1,1,6,1,7
3,3,1,1,4,40,0,10,50,6,1,7,2,2
3,5,7,4,6,50,50,0,0,2,2,2,3,4
3,3,1,5,10,95,0,5,0,2,0,0,0,0
3,4,7,1,1,30,20,20,30,4,8,1,7,0
0,6,1,2,5,30,20,30,20,5,0,0,0,0
4,1,3,3,5,50,20,0,30,3,3,3,2,6
0,6,8,1,3,20,80,0,0,2,0,0,0,0
0,1,4,2,6,100,0,0,0,1,7,7,7,1
4,7,3,5,5,50,30,10,10,3,3,8,7,7
4,1,3,8,14,50,30,0,20,1,1,1,3,2
1,4,6,6,12,20,30,30,20,4,7,7,1,8
3,3,4,2,10,50,10,10,30,3,7,7,4,2
0,1,5,3,5,30,30,30,10,3,7,5,3,2
0,1,3,3,5,30,10,0,60,3,0,0,0,0
0,5,2,2,0,90,10,0,0,7,7,3,0,0
0,1,4,4,6,80,0,0,20,1,7,4,6,6
2,3,1,2,6,20,0,0,80,6,3,8,3,7
